city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.91,0,1,0,0,0,8,3,0,10,118,0.0
0.624,0,1,0,0,0,7,5,3,1,111,1.0
0.92,0,1,0,0,0,1,4,0,4,104,0.0
0.754,0,1,0,0,0,4,4,0,2,24,0.0
0.92,0,1,0,0,0,18,0,0,10,158,0.0
0.897,0,1,0,1,0,1,6,0,1,32,0.0
0.91,0,1,0,0,0,7,3,0,1,11,0.0
0.624,0,1,0,0,0,7,6,0,2,2,1.0
0.55,0,1,2,0,0,3,6,0,1,58,1.0
0.92,0,1,0,0,0,10,1,0,10,33,0.0
0.754,0,0,1,2,0,3,1,0,0,37,0.0
0.624,0,1,0,1,0,1,4,0,2,56,1.0
0.624,0,1,0,0,0,11,0,0,1,67,1.0
0.92,0,1,0,0,0,1,0,0,10,92,0.0
0.92,0,1,0,0,0,14,2,0,10,18,0.0
0.698,0,1,0,1,0,5,5,1,1,7,0.0
0.802,0,1,0,0,0,5,0,0,1,46,0.0
0.624,0,0,0,1,0,5,0,4,10,105,1.0
0.949,0,1,0,0,0,1,0,0,10,49,0.0
0.743,0,1,0,0,0,6,0,0,2,180,0.0
0.91,0,1,0,0,0,7,3,0,3,33,1.0
0.698,0,1,0,1,0,10,1,0,10,40,0.0
0.624,0,1,2,1,0,9,2,0,4,36,1.0
0.92,0,0,0,0,0,1,2,0,2,28,1.0
0.92,0,1,0,0,0,1,2,0,1,17,0.0
0.527,0,1,0,0,1,20,3,0,1,64,1.0
0.92,0,1,0,1,0,3,0,0,0,28,1.0
0.897,0,1,0,1,0,9,5,3,1,12,0.0
0.836,0,0,0,0,3,0,5,3,1,31,1.0
0.887,0,0,0,0,3,3,5,3,0,262,0.0
0.92,0,1,2,0,2,1,5,4,0,156,0.0
0.8270000000000001,0,1,1,2,2,4,0,3,1,18,1.0
0.92,0,1,0,0,0,18,4,0,4,23,0.0
0.92,0,1,0,1,0,10,4,0,10,10,0.0
0.91,0,0,0,2,0,1,4,0,0,9,0.0
0.866,0,1,1,0,0,6,5,0,0,11,0.0
0.939,0,1,0,0,0,18,0,1,1,56,0.0
0.926,0,1,0,1,0,16,2,0,10,26,0.0
0.8270000000000001,0,1,0,1,0,7,5,3,4,16,0.0
0.92,0,1,0,1,1,4,6,0,1,20,0.0
0.92,0,1,0,0,0,14,2,0,1,152,0.0
0.624,0,0,1,2,0,2,2,0,0,18,0.0
0.743,0,0,0,1,0,1,2,0,10,192,0.0
0.6659999999999999,2,1,2,2,0,8,5,0,10,192,0.0
0.897,0,1,0,0,0,5,5,0,2,38,0.0
0.624,0,1,0,0,0,9,6,0,10,12,0.0
0.92,0,1,0,1,0,19,6,0,10,51,0.0
0.6890000000000001,0,1,0,0,0,17,3,3,2,119,0.0
0.804,0,1,1,0,0,2,1,0,1,40,0.0
0.527,1,1,0,0,0,2,0,0,2,81,1.0
0.836,0,1,0,1,0,1,2,0,10,10,1.0
0.926,0,1,0,0,1,18,2,0,0,96,0.0
0.6890000000000001,0,0,1,2,1,4,2,0,0,121,1.0
0.926,0,1,0,0,0,7,4,0,1,70,0.0
0.5579999999999999,0,1,1,0,0,4,4,0,1,202,1.0
0.92,0,1,0,0,0,4,0,0,1,12,0.0
0.743,0,0,0,0,0,3,0,0,0,16,1.0
0.624,0,1,0,0,0,0,3,0,1,17,1.0
0.624,0,1,0,0,0,8,1,0,0,66,1.0
0.767,0,0,1,0,0,9,1,0,0,29,1.0
0.698,0,0,1,0,0,3,1,0,1,3,0.0
0.7759999999999999,0,1,0,0,0,10,6,0,10,32,0.0
0.624,0,1,0,0,0,1,2,0,1,60,1.0
0.843,0,1,2,0,0,6,5,0,1,24,1.0
0.866,0,1,0,0,0,7,1,0,2,10,0.0
0.843,0,1,0,1,0,9,3,0,3,86,0.0
0.624,1,1,0,1,0,1,3,5,0,11,1.0
0.647,1,0,1,1,0,5,3,5,0,7,1.0
0.926,0,0,1,0,0,6,5,0,1,144,0.0
0.91,0,1,0,1,1,4,5,0,2,55,0.0
0.624,0,1,1,1,0,15,2,0,2,96,1.0
0.92,0,1,0,0,4,1,2,0,4,103,1.0
0.92,0,1,0,0,4,10,1,0,1,10,0.0
0.887,0,0,2,0,0,4,1,0,1,50,1.0
0.92,0,1,1,0,0,9,3,0,4,12,0.0
0.92,0,1,0,0,0,4,3,0,2,44,0.0
0.92,0,1,0,0,0,1,0,0,1,30,0.0
0.924,0,0,2,0,0,4,0,0,1,35,0.0
0.92,0,1,0,0,0,10,5,0,2,41,0.0
0.91,0,0,2,0,0,3,4,2,10,84,0.0
0.624,0,1,0,1,0,3,4,2,1,108,0.0
0.698,0,1,0,1,0,10,0,0,4,43,0.0
0.866,0,1,0,0,0,11,3,0,1,37,0.0
0.92,0,1,0,4,0,3,0,0,1,7,0.0
0.624,0,1,1,0,0,11,5,3,1,226,0.0
0.698,0,1,0,0,0,17,0,2,10,20,0.0
0.624,0,0,0,0,0,1,3,0,1,80,1.0
0.926,0,0,1,1,0,8,4,2,10,19,0.0
0.855,0,0,0,1,0,0,4,2,0,62,0.0
0.91,0,0,1,0,0,8,4,2,0,16,1.0
0.91,0,1,0,0,0,8,4,0,10,55,0.0
0.6659999999999999,0,1,0,1,0,1,1,1,1,42,0.0
0.923,0,1,0,0,0,5,0,1,2,70,1.0
0.92,0,0,0,2,0,1,0,0,1,12,1.0
0.926,0,0,1,2,0,9,1,0,1,5,0.0
0.925,0,1,0,0,0,1,1,0,10,50,0.0
0.754,0,1,0,0,0,7,1,0,1,100,0.0
0.762,0,1,0,0,0,6,1,1,1,100,0.0
0.624,0,1,2,0,0,7,2,0,3,204,1.0
0.6659999999999999,0,1,0,0,0,7,1,0,2,68,0.0
0.92,0,1,0,1,0,1,2,0,2,11,0.0
0.926,1,0,2,2,0,3,3,2,1,28,1.0
0.915,1,0,0,3,1,10,4,4,2,41,0.0
0.55,0,0,1,0,0,6,4,4,0,40,1.0
0.878,0,1,1,0,0,7,3,0,1,37,1.0
0.804,0,1,0,0,5,4,4,0,2,130,0.0
0.698,0,0,1,0,0,5,5,2,1,108,0.0
0.884,0,1,0,1,0,16,0,0,2,26,1.0
0.7659999999999999,0,1,0,0,0,4,1,0,2,152,0.0
0.55,0,1,0,0,0,1,0,0,1,87,0.0
0.92,1,1,0,0,1,4,1,1,1,33,0.0
0.92,0,0,0,0,0,20,2,4,10,28,0.0
0.856,0,1,0,0,0,12,0,0,0,62,0.0
0.91,0,1,0,0,0,1,0,0,10,27,0.0
0.92,0,1,0,0,0,10,0,0,1,41,0.0
0.866,0,1,0,1,0,1,7,0,1,42,0.0
0.624,1,0,1,2,0,3,7,0,0,42,1.0
0.855,0,1,1,0,0,5,2,0,2,28,1.0
0.92,0,1,0,0,0,11,4,0,10,51,0.0
0.624,0,0,0,0,0,0,4,0,0,84,1.0
0.92,0,0,0,0,4,11,6,4,10,161,0.0
0.92,0,1,0,0,0,1,2,0,4,90,0.0
0.878,0,1,0,0,0,13,1,4,1,31,0.0
0.698,0,0,0,0,0,8,1,4,10,76,1.0
0.92,0,0,1,0,0,3,1,2,1,102,1.0
0.924,1,1,0,2,0,14,1,2,10,142,0.0
0.754,1,1,0,0,0,9,4,4,10,109,0.0
0.6890000000000001,0,1,0,0,0,19,3,0,1,11,0.0
0.91,0,0,0,0,0,1,3,0,10,23,0.0
0.913,0,0,1,2,0,2,3,0,0,22,0.0
0.887,0,0,1,2,0,5,3,0,0,184,0.0
0.556,0,1,0,0,0,6,1,0,1,46,0.0
0.926,0,1,0,1,0,11,4,0,1,12,0.0
0.92,0,1,0,2,0,1,4,0,2,298,1.0
0.836,0,1,1,0,1,0,1,0,1,56,0.0
0.624,0,1,1,0,0,3,1,5,2,163,1.0
0.762,0,1,0,0,0,16,2,0,2,53,0.0
0.878,0,1,0,1,4,7,2,0,0,65,0.0
0.624,0,1,0,0,0,7,4,0,2,25,1.0
0.913,0,1,0,0,0,1,4,0,10,12,0.0
0.855,0,1,0,1,0,10,4,0,1,41,0.0
0.767,0,1,2,1,0,6,0,0,2,79,0.0
0.754,0,1,0,0,0,6,0,0,1,121,0.0
0.92,0,0,1,2,0,5,0,0,1,27,0.0
0.624,0,1,0,0,0,3,0,0,2,50,0.0
0.855,0,0,1,2,0,4,0,0,1,4,0.0
0.5579999999999999,0,1,0,0,0,5,1,0,1,15,1.0
0.624,0,0,1,1,0,2,1,0,1,48,1.0
0.8959999999999999,0,1,0,0,0,3,0,0,1,92,0.0
0.92,0,1,0,0,0,8,0,0,1,12,0.0
0.855,0,1,0,1,0,6,2,0,1,8,0.0
0.91,0,1,0,0,0,17,2,0,10,31,0.0
0.92,1,0,0,1,1,4,0,1,1,96,0.0
0.878,0,1,0,1,0,17,1,0,2,218,0.0
0.939,0,0,0,3,0,1,1,2,10,46,0.0
0.92,0,1,0,1,0,20,2,0,10,76,0.0
0.624,0,1,0,0,0,0,6,0,1,32,1.0
0.754,0,1,0,0,0,1,1,0,10,37,0.0
0.579,0,0,2,0,0,2,1,0,1,16,1.0
0.897,0,1,0,1,0,6,1,4,1,34,1.0
0.92,0,1,0,0,2,1,6,0,10,30,1.0
0.92,0,1,0,0,0,8,0,4,2,20,0.0
0.804,0,0,1,0,0,8,6,0,10,76,0.0
0.624,0,0,0,1,0,3,5,3,3,44,0.0
0.91,0,0,0,2,0,2,5,3,0,5,1.0
0.92,0,1,0,0,1,5,2,0,4,25,0.0
0.91,0,0,1,0,0,5,2,0,4,10,1.0
0.624,0,1,0,0,5,4,0,0,4,11,0.0
0.91,0,1,0,2,5,10,5,1,1,94,0.0
0.92,0,1,0,0,0,13,1,0,1,53,0.0
0.767,0,0,1,2,0,4,1,0,0,32,0.0
0.92,0,1,0,0,0,10,2,0,2,58,0.0
0.855,1,0,1,2,0,3,2,0,0,63,1.0
0.624,1,0,1,0,0,6,2,2,1,15,1.0
0.579,0,1,0,0,0,9,1,0,2,97,1.0
0.698,1,0,1,0,0,9,1,0,0,224,0.0
0.92,1,1,0,0,0,1,1,0,10,18,1.0
0.926,0,1,0,1,0,11,6,0,1,74,0.0
0.897,0,1,0,1,0,15,4,0,3,45,1.0
0.92,0,1,0,0,1,11,4,0,3,48,0.0
0.556,1,1,0,0,0,10,1,0,1,57,1.0
0.754,0,1,1,2,0,4,1,0,1,52,1.0
0.92,0,1,0,2,0,5,0,0,1,133,0.0
0.624,0,1,0,0,0,10,1,3,0,126,1.0
0.92,0,1,0,0,0,1,1,3,1,39,1.0
0.92,0,1,2,0,0,19,1,3,1,30,0.0
0.624,0,0,1,0,0,7,1,0,0,48,1.0
0.92,0,1,0,0,0,1,2,0,2,34,0.0
0.92,0,0,0,2,0,4,2,0,2,28,0.0
0.887,0,1,1,2,0,7,2,0,0,117,0.0
0.727,0,1,0,0,0,12,1,0,4,22,0.0
0.92,0,1,2,0,0,14,0,0,10,22,0.0
0.624,0,1,1,0,0,4,0,0,1,23,1.0
0.926,0,1,0,1,0,17,1,0,2,76,0.0
0.924,0,1,2,0,0,1,1,0,10,15,0.0
0.762,0,1,0,0,0,1,1,0,10,67,0.0
0.764,0,1,0,1,0,19,1,0,10,4,0.0
0.91,0,0,0,2,0,4,3,0,1,13,0.0
0.767,0,0,1,2,0,5,3,0,0,9,0.0
0.949,0,1,0,0,0,14,6,2,4,5,0.0
0.91,0,1,0,0,0,15,2,2,1,7,0.0
0.624,0,1,0,0,0,5,6,0,1,24,1.0
0.92,0,1,0,0,0,1,2,0,10,79,1.0
0.949,0,1,0,1,0,10,0,0,2,62,0.0
0.91,0,1,0,1,0,2,0,1,1,20,0.0
0.754,0,1,2,0,0,4,0,1,1,35,0.0
0.92,0,0,0,0,2,4,0,1,1,16,0.0
0.91,0,1,0,0,0,8,1,0,1,33,0.0
0.897,0,1,0,3,0,1,2,0,10,298,0.0
0.55,0,1,0,0,0,7,1,0,2,117,1.0
0.5579999999999999,0,0,2,0,2,0,1,0,2,304,1.0
0.92,0,1,1,2,2,3,2,0,1,23,0.0
0.682,0,1,0,0,0,1,1,0,2,76,0.0
0.923,0,0,0,2,0,4,1,0,0,41,0.0
0.903,0,1,0,0,0,1,4,0,2,86,0.0
0.926,0,1,0,0,0,1,4,0,10,25,0.0
0.91,0,1,0,1,1,14,2,0,1,158,0.0
0.899,0,1,0,0,0,1,1,1,1,33,0.0
0.926,0,0,0,2,0,9,0,0,1,37,0.0
0.843,0,1,0,1,0,13,5,0,0,60,0.0
0.55,0,1,0,1,0,5,3,3,4,9,1.0
0.804,0,0,0,0,5,6,3,3,1,26,1.0
0.939,0,1,0,0,0,1,5,0,1,11,0.0
0.939,0,0,0,4,0,3,5,0,0,70,0.0
0.92,0,1,0,0,0,13,5,1,1,127,0.0
0.8959999999999999,1,1,1,0,0,4,3,0,1,23,0.0
0.924,1,0,1,0,0,6,3,0,4,11,1.0
0.92,1,1,0,0,0,1,3,0,10,39,1.0
0.624,0,1,0,0,0,10,4,0,2,18,1.0
0.848,0,1,0,0,0,4,4,0,1,57,1.0
0.624,0,0,0,0,0,10,1,0,10,23,1.0
0.92,0,1,0,0,0,14,5,0,1,68,0.0
0.926,0,1,1,0,0,19,3,1,1,12,1.0
0.92,0,1,0,0,0,1,3,1,10,42,0.0
0.899,0,1,2,0,0,7,5,3,1,63,0.0
0.924,0,1,0,2,0,1,4,0,1,44,0.0
0.579,0,1,0,2,0,5,4,0,1,4,1.0
0.92,0,1,0,1,0,1,2,0,10,40,0.0
0.624,1,0,0,1,0,5,0,0,0,23,0.0
0.754,1,0,2,0,0,6,0,0,2,200,0.0
0.624,1,1,2,1,0,2,3,0,1,24,0.0
0.624,1,1,0,0,0,7,0,0,2,29,0.0
0.884,0,1,0,0,0,12,0,1,10,2,0.0
0.794,0,1,0,2,0,14,5,0,10,33,0.0
0.91,0,1,0,0,0,19,5,0,1,6,0.0
0.527,0,1,1,0,0,2,3,0,1,88,0.0
0.91,1,0,0,0,5,14,0,0,3,56,0.0
0.926,0,1,0,0,0,9,5,0,1,19,0.0
0.897,0,1,0,0,0,10,0,0,1,17,0.0
0.698,0,0,0,2,0,6,6,4,0,254,0.0
0.92,0,1,0,1,0,5,2,0,10,6,0.0
0.624,0,0,0,0,0,0,2,0,0,55,0.0
0.926,0,0,0,0,0,1,5,0,4,57,0.0
0.926,0,1,0,1,0,1,2,0,1,66,0.0
0.624,0,0,1,0,0,2,2,0,0,13,1.0
0.55,0,1,1,1,0,4,0,4,1,110,1.0
0.855,2,1,0,2,0,11,0,1,4,78,1.0
0.92,0,1,0,0,0,1,1,1,1,126,0.0
0.893,0,1,0,1,0,1,1,0,10,16,0.0
0.579,0,1,0,0,0,16,0,0,10,168,1.0
0.92,0,1,0,1,0,18,3,0,2,47,0.0
0.92,0,1,0,1,0,10,3,0,1,24,0.0
0.624,0,0,1,0,0,3,3,0,1,67,0.0
0.884,0,1,2,0,0,11,3,3,1,138,0.0
0.698,0,1,0,1,0,1,1,0,1,30,0.0
0.939,1,1,2,0,0,15,6,0,1,44,0.0
0.5579999999999999,1,0,0,2,0,6,6,0,0,31,1.0
0.926,1,0,2,2,0,3,0,3,2,134,0.0
0.939,0,1,0,1,0,1,0,0,2,163,0.0
0.92,0,1,0,0,0,15,0,0,2,37,0.0
0.913,0,1,0,1,0,11,3,3,1,45,0.0
0.887,0,1,0,3,0,10,3,0,2,218,0.0
0.624,0,1,0,1,0,5,3,0,2,52,1.0
0.92,0,1,0,0,0,1,2,0,10,72,0.0
0.92,0,1,0,0,0,7,5,0,1,28,0.0
0.855,2,0,0,4,0,1,5,0,0,17,1.0
0.836,0,0,1,0,0,11,0,0,0,28,0.0
0.698,0,1,0,1,0,14,0,0,0,6,0.0
0.579,0,1,0,0,0,6,1,0,1,8,0.0
0.91,0,1,0,0,0,4,4,0,1,44,0.0
0.92,0,1,2,0,0,12,4,0,2,48,0.0
0.624,0,1,0,0,0,15,7,0,3,67,1.0
0.878,0,0,0,2,0,10,7,0,1,17,1.0
0.743,0,0,1,0,0,3,7,0,0,47,1.0
0.92,2,0,0,0,3,0,4,0,10,130,0.0
0.836,0,1,0,0,0,11,1,0,0,30,0.0
0.624,0,0,0,0,0,4,1,0,0,85,1.0
0.624,0,0,1,0,0,1,0,0,0,124,1.0
0.5579999999999999,0,1,0,0,0,1,0,0,1,33,0.0
0.624,0,1,0,0,0,3,0,1,1,61,1.0
0.624,0,1,0,1,0,5,0,1,1,56,0.0
0.725,0,1,0,0,0,7,0,1,0,80,0.0
0.92,0,1,0,0,0,1,0,0,1,35,0.0
0.926,0,1,0,1,0,10,2,0,2,50,0.0
0.91,0,1,0,0,0,1,4,0,10,64,0.0
0.74,0,1,0,0,0,1,1,0,3,65,0.0
0.92,0,1,0,0,1,1,1,0,10,85,0.0
0.7390000000000001,0,1,0,0,0,8,3,0,1,119,0.0
0.624,0,1,1,1,0,8,1,3,3,84,1.0
0.624,0,1,1,0,0,4,4,0,1,74,0.0
0.624,0,0,0,4,0,1,4,0,0,46,0.0
0.913,0,1,0,0,0,14,1,0,1,6,0.0
0.926,0,1,1,0,0,5,3,2,1,53,0.0
0.92,0,1,0,0,0,5,1,0,2,90,0.0
0.91,0,0,1,0,0,1,1,0,0,4,0.0
0.91,0,1,0,1,0,3,2,0,2,56,0.0
0.794,0,1,1,1,0,0,2,0,2,18,0.0
0.624,0,1,0,0,3,8,1,0,1,52,1.0
0.939,0,1,0,0,0,1,1,0,10,65,0.0
0.92,0,0,0,0,3,5,2,0,10,12,0.0
0.848,0,1,1,2,3,6,0,0,2,67,0.0
0.55,0,0,2,0,0,0,0,0,0,20,1.0
0.92,0,1,2,0,0,14,2,0,10,43,0.0
0.92,0,0,0,0,0,1,2,0,1,26,1.0
0.92,0,1,2,0,0,1,2,0,1,72,0.0
0.624,0,1,1,0,0,4,2,0,1,65,0.0
0.897,0,1,0,2,0,2,3,0,2,30,0.0
0.624,0,0,1,0,0,3,3,0,0,10,1.0
0.899,0,1,0,0,0,9,4,0,10,22,1.0
0.926,0,1,0,0,1,18,1,0,10,61,0.0
0.897,0,1,0,1,0,1,6,0,1,145,0.0
0.92,0,0,1,0,4,2,6,0,1,48,0.0
0.926,1,1,0,0,0,11,1,0,2,30,1.0
0.624,0,1,1,0,0,8,1,0,1,96,0.0
0.866,0,1,1,0,0,6,5,0,1,108,0.0
0.743,0,1,0,1,0,11,5,0,1,28,1.0
0.794,0,1,1,2,0,5,5,0,1,91,0.0
0.899,0,1,0,0,1,18,0,0,1,20,0.0
0.7759999999999999,0,1,0,1,0,6,5,0,2,54,0.0
0.624,0,1,1,2,0,5,5,0,1,16,1.0
0.624,0,1,1,1,0,4,0,0,1,22,0.0
0.921,0,1,0,0,1,13,5,1,1,150,0.0
0.92,0,0,0,2,1,6,5,1,0,35,0.0
0.92,0,1,0,0,0,10,0,0,1,32,0.0
0.897,0,0,1,0,0,2,0,0,0,87,0.0
0.649,0,1,2,0,0,1,3,3,0,19,0.0
0.939,0,0,0,1,0,4,4,0,2,44,0.0
0.91,0,1,0,0,0,9,0,0,1,9,0.0
0.624,1,0,0,0,0,4,0,0,1,3,1.0
0.92,0,1,0,0,2,7,7,0,1,41,1.0
0.92,0,1,0,0,3,7,5,0,1,116,0.0
0.887,0,1,0,0,5,16,5,0,1,49,0.0
0.939,0,1,0,0,1,1,1,0,1,64,0.0
0.92,0,0,0,0,1,5,1,0,0,67,0.0
0.92,1,0,0,0,1,1,6,2,0,95,1.0
0.624,0,1,1,0,0,1,2,0,1,42,0.0
0.698,0,0,0,1,0,1,5,0,10,70,0.0
0.92,0,0,1,0,0,10,5,0,0,87,0.0
0.624,0,0,1,0,0,1,5,0,0,43,0.0
0.913,0,1,0,0,0,19,7,2,10,9,0.0
0.926,0,0,0,2,0,10,5,3,1,107,1.0
0.698,0,1,0,2,0,16,1,2,10,74,0.0
0.624,1,0,0,1,0,13,4,0,10,56,1.0
0.624,1,0,1,0,0,3,1,0,2,56,1.0
0.92,1,1,0,0,0,4,6,4,2,17,0.0
0.926,1,1,0,1,0,1,6,4,1,47,0.0
0.698,1,0,0,2,0,1,6,4,0,6,0.0
0.624,0,1,1,0,0,0,3,0,1,22,0.0
0.804,0,1,0,0,0,16,0,0,10,52,0.0
0.624,0,1,1,0,0,6,1,0,1,16,1.0
0.92,0,1,0,0,0,3,1,1,1,82,0.0
0.92,0,0,0,0,0,15,1,1,1,162,1.0
0.804,0,1,0,1,0,6,6,0,2,90,0.0
0.8959999999999999,0,1,0,0,0,8,5,0,3,39,0.0
0.92,0,1,0,0,0,1,7,0,10,31,0.0
0.92,1,1,0,0,0,1,7,0,10,40,0.0
0.92,1,1,0,0,0,7,7,0,4,51,0.0
0.92,1,1,0,0,0,1,7,0,10,110,1.0
0.754,0,1,2,0,0,4,3,0,1,96,0.0
0.939,0,1,0,0,0,20,1,4,10,82,0.0
0.92,0,1,0,1,0,16,0,0,1,155,0.0
0.555,0,0,0,0,1,1,0,0,0,26,1.0
0.64,0,1,2,2,1,6,1,0,1,10,0.0
0.92,0,1,0,0,0,11,5,1,1,24,0.0
0.624,0,1,0,0,0,2,3,3,1,34,1.0
0.926,0,1,0,1,0,10,3,3,3,28,0.0
0.924,0,1,0,0,0,11,5,1,3,40,0.0
0.91,0,1,0,0,0,1,0,0,3,167,1.0
0.939,0,1,1,2,0,19,0,2,2,26,0.0
0.92,0,1,0,0,0,1,2,0,10,81,0.0
0.92,0,1,0,0,0,15,3,5,10,30,0.0
0.92,0,1,0,0,0,19,0,0,10,101,0.0
0.624,0,1,1,0,0,0,6,0,1,22,1.0
0.92,0,1,0,0,0,1,6,0,10,7,1.0
0.92,1,1,0,0,0,8,1,0,2,314,0.0
0.92,0,1,0,0,0,9,4,0,0,28,0.0
0.92,0,1,2,0,0,16,4,0,1,30,0.0
0.92,0,1,0,0,0,14,5,0,2,110,0.0
0.91,0,1,0,1,2,13,4,4,10,182,0.0
0.789,1,0,1,0,0,3,4,4,0,144,1.0
0.738,1,1,1,0,0,17,4,4,3,13,1.0
0.624,0,0,1,0,0,0,4,0,0,114,0.0
0.926,0,1,0,1,0,1,3,0,10,70,0.0
0.624,1,1,0,0,0,7,2,0,1,118,0.0
0.91,0,1,0,3,0,1,0,0,10,55,0.0
0.925,0,1,0,0,0,1,0,0,10,34,0.0
0.92,1,1,0,0,0,2,3,0,0,168,0.0
0.624,1,1,0,1,0,7,3,0,1,21,1.0
0.624,0,1,0,0,0,6,2,0,3,68,1.0
0.855,0,0,0,2,0,8,2,0,0,31,0.0
0.92,0,0,0,0,0,15,1,0,10,32,0.0
0.92,0,1,0,0,0,13,4,0,2,14,0.0
0.769,0,1,0,1,0,14,7,2,2,36,0.0
0.804,0,0,0,1,3,5,7,2,2,157,1.0
0.926,0,0,0,1,1,11,0,0,3,90,0.0
0.91,0,1,0,0,4,1,0,0,10,27,0.0
0.698,0,1,0,2,4,5,5,1,1,44,0.0
0.624,1,0,1,1,0,6,3,0,1,29,0.0
0.624,0,1,0,0,0,10,2,0,1,24,0.0
0.926,0,1,2,0,0,15,3,0,10,73,0.0
0.6890000000000001,0,0,2,0,0,6,3,0,2,166,1.0
0.804,0,1,2,0,0,2,1,0,1,31,0.0
0.91,1,1,0,0,0,12,3,0,3,10,0.0
0.92,0,1,0,0,0,1,2,0,10,37,0.0
0.527,0,0,0,0,0,5,2,0,1,92,0.0
0.897,0,0,0,1,0,10,2,0,1,60,1.0
0.624,0,1,0,0,0,8,6,0,1,70,1.0
0.6659999999999999,0,0,2,1,1,2,6,0,2,81,0.0
0.893,0,1,2,0,4,8,3,2,1,23,0.0
0.8959999999999999,0,0,0,1,0,5,0,2,1,95,0.0
0.92,0,1,0,0,0,1,4,0,4,6,0.0
0.887,0,1,0,0,0,1,0,0,4,80,0.0
0.91,0,1,0,2,0,20,0,0,10,24,1.0
0.92,0,1,0,0,0,1,4,0,10,30,1.0
0.92,0,1,0,0,0,17,3,1,2,36,0.0
0.926,0,1,0,0,0,1,3,1,10,31,0.0
0.899,0,1,1,0,0,3,5,2,1,8,0.0
0.91,0,1,0,0,0,1,5,2,4,98,0.0
0.92,0,1,1,0,0,5,5,2,10,31,1.0
0.92,0,1,0,0,1,6,0,0,1,45,0.0
0.6659999999999999,0,1,0,0,0,1,5,0,10,94,0.0
0.7659999999999999,0,1,0,1,0,9,2,0,1,158,0.0
0.92,0,0,0,0,0,1,2,0,2,48,0.0
0.92,1,1,0,1,2,5,2,0,1,54,0.0
0.893,1,1,0,0,0,1,1,0,10,22,0.0
0.8959999999999999,0,1,0,1,0,1,1,0,1,42,0.0
0.92,0,1,0,0,1,8,2,0,1,21,0.0
0.897,0,1,0,0,0,14,1,0,1,16,0.0
0.878,0,0,1,0,0,14,1,0,2,8,1.0
0.923,0,1,0,1,0,9,2,0,10,6,1.0
0.92,0,0,0,4,0,1,2,0,0,60,1.0
0.92,0,1,0,0,0,10,0,1,1,83,0.0
0.89,0,1,0,1,0,12,4,0,1,46,0.0
0.624,0,1,0,1,0,10,4,0,1,12,0.0
0.754,0,0,0,2,0,1,4,0,0,59,0.0
0.866,0,1,1,0,0,7,4,0,2,94,0.0
0.92,0,1,0,1,0,1,4,0,3,46,1.0
0.92,0,1,0,0,1,10,3,0,10,150,0.0
0.926,0,1,0,1,0,1,5,0,10,54,0.0
0.897,0,1,0,1,0,11,4,0,2,31,0.0
0.92,0,1,0,0,0,1,7,0,10,78,0.0
0.893,0,1,2,0,1,1,4,0,1,96,0.0
0.804,0,1,0,3,0,1,1,2,10,28,1.0
0.624,0,1,0,0,0,1,1,2,10,20,1.0
0.926,0,1,0,1,0,16,4,0,1,13,0.0
0.878,0,0,0,1,1,1,5,0,1,98,0.0
0.91,0,0,1,2,1,0,3,0,2,58,0.0
0.624,0,1,0,0,0,13,7,0,4,38,0.0
0.624,0,1,0,0,0,6,2,0,1,55,0.0
0.802,0,1,0,0,0,4,2,0,1,15,0.0
0.92,1,0,0,0,1,4,1,4,2,68,0.0
0.92,0,1,0,1,0,10,2,0,10,23,1.0
0.887,0,1,1,1,0,14,2,0,1,43,1.0
0.913,0,1,0,0,0,17,1,0,10,34,0.0
0.887,0,0,0,0,0,1,1,0,1,76,0.0
0.92,0,1,0,1,1,1,3,4,10,278,0.0
0.836,0,1,0,0,0,9,3,0,1,86,0.0
0.926,0,0,0,1,0,8,0,0,1,20,0.0
0.8270000000000001,0,1,2,0,0,1,0,0,10,118,0.0
0.939,0,0,0,2,0,3,0,0,0,9,0.0
0.624,0,1,0,1,0,7,3,0,0,70,1.0
0.92,0,0,0,0,0,16,1,0,1,23,0.0
0.926,0,1,0,1,0,15,0,0,1,39,0.0
0.92,0,0,1,2,0,4,0,0,1,153,1.0
0.92,0,1,0,1,0,16,0,0,1,91,1.0
0.624,0,1,0,0,0,4,3,0,1,105,0.0
0.926,0,1,0,0,0,1,3,0,10,70,0.0
0.92,0,1,0,0,0,1,6,0,10,188,1.0
0.624,0,1,0,1,0,7,1,0,4,104,1.0
0.92,0,0,1,0,0,4,2,0,1,22,0.0
0.926,0,1,0,2,0,8,3,0,10,29,0.0
0.6659999999999999,0,1,2,0,1,2,1,0,2,14,1.0
0.7390000000000001,0,1,0,0,0,1,5,0,10,12,0.0
0.939,0,0,0,4,0,2,5,0,0,103,0.0
0.92,0,1,0,3,0,14,2,0,1,54,0.0
0.926,0,0,1,0,0,10,1,0,1,4,1.0
0.92,0,1,0,1,0,1,0,0,3,32,0.0
0.92,0,0,1,0,0,8,0,1,4,33,0.0
0.624,0,1,0,0,0,3,2,0,0,63,0.0
0.763,0,1,0,0,0,9,1,0,1,68,0.0
0.855,0,1,0,1,0,1,0,1,1,55,0.0
0.92,0,0,0,1,3,1,4,0,3,16,0.0
